Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,quarter,day_of_week,is_weekend,Weekly_Sales_rolling_4,Weekly_Sales_rolling_12,Weekly_Sales_growth_rate
1,2011-07-01,1444732.28,False,48.27,2.976,211.4047419,7.742,2011.0,7.0,3.0,4.0,False,1772759.355,1628074.6450000003,0.05661605873814435
1,,1391013.96,False,35.4,2.983,211.4574109,7.742,,,,,False,1647754.1125000003,1631871.3083333336,-0.03718219682888246
1,,1327405.42,False,44.04,3.016,211.8272343,7.742,,,,,False,1382617.9175,1627137.6583333332,-0.0457281823397373
1,,1316899.31,False,43.83,3.01,212.1970577,7.742,,,,,False,1370012.7425,1607574.3275,-0.00791477105766214
1,2011-04-02,1606629.58,False,42.27,2.989,212.5668812,7.742,2011.0,4.0,2.0,5.0,True,1410487.0675,1616920.1683333332,0.22000943261182204
1,2011-11-02,1649614.93,True,36.39,3.022,212.9367046,7.742,2011.0,11.0,4.0,2.0,False,1475137.31,1630739.3975,0.02675498480489802
1,,1686842.78,False,57.36,3.045,213.2478853,7.742,,,,,False,1564996.65,1608340.9533333334,0.022567600064095084
1,,1456800.28,False,62.9,3.065,213.535609,7.742,,,,,False,1599971.8924999998,1600738.1616666664,-0.13637459443612165
1,2011-04-03,1636263.41,False,59.58,3.288,213.8233327,7.742,2011.0,4.0,2.0,6.0,True,1607380.35,1596875.5908333333,0.12318993376360399
1,2011-11-03,1553191.63,False,53.56,3.459,214.1110564,7.742,2011.0,11.0,4.0,3.0,False,1583274.525,1568721.9825,-0.05076919736291119
1,,1576818.06,False,62.76,3.488,214.3627114,7.742,,,,,False,1555768.3450000002,1501127.6375,0.015211535745914384
1,,1541102.38,False,69.97,3.473,214.5999389,7.742,,,,,False,1576843.87,1515609.5016666667,-0.022650476238203487
1,2011-01-04,1495064.75,False,59.17,3.524,214.8371664,7.682,2011.0,1.0,1.0,1.0,False,1541544.205,1519803.8741666665,-0.029873180781149644
1,2011-08-04,1614259.35,False,67.84,3.622,215.0743939,7.682,2011.0,8.0,3.0,3.0,False,1556811.135,1538407.656666667,0.07972537644272615
1,,1559889.0,False,71.27,3.743,215.2918561,7.682,,,,,False,1552578.87,1557781.2883333333,-0.03368129786579843
1,,1564819.81,False,72.99,3.807,215.4599053,7.682,,,,,False,1558508.2275,1578441.33,0.003161000558373095
1,,1455090.69,False,72.03,3.81,215.6279544,7.682,,,,,False,1548514.7125,1565813.0891666666,-0.07012252739821856
1,2011-06-05,1629391.28,False,64.61,3.906,215.7960035,7.682,2011.0,6.0,2.0,6.0,True,1552297.695,1564127.785,0.11978675363526659
1,,1604775.58,False,75.64,3.899,215.9640526,7.682,,,,,False,1563519.34,1557288.8516666666,-0.015107298229802724
1,,1428218.27,False,67.63,3.907,215.7339202,7.682,,,,,False,1529368.955,1554907.0175,-0.11001993811496058
1,,1466046.67,False,77.72,3.786,215.5037878,7.682,,,,,False,1532107.95,1540722.2891666668,0.026486427736287066
1,2011-03-06,1635078.41,False,83.0,3.699,215.2736553,7.682,2011.0,3.0,1.0,6.0,True,1533529.7325,1547546.1875,0.11529765283665894
1,2011-10-06,1588948.32,False,83.13,3.648,215.0435229,7.682,2011.0,10.0,4.0,3.0,False,1529572.9175,1548557.0424999997,-0.02821276931911776
1,,1532114.86,False,86.41,3.637,214.9980596,7.682,,,,,False,1555547.065,1547808.0825000003,-0.03576797261725917
1,,1438830.15,False,83.58,3.594,215.0910982,7.682,,,,,False,1548742.935,1543121.8658333335,-0.060886237993932224
1,2011-01-07,1488538.09,False,85.55,3.524,215.1841368,7.962,2011.0,1.0,1.0,4.0,False,1512107.855,1532645.0941666665,0.034547468997643715
1,2011-08-07,1534849.64,False,85.83,3.48,215.2771754,7.962,2011.0,8.0,3.0,6.0,True,1498583.185,1530558.4808333332,0.031112102747736792
1,,1455119.97,False,88.54,3.575,215.3611087,7.962,,,,,False,1479334.4625000001,1521416.8275,-0.05194624145724136
1,,1396926.82,False,85.77,3.651,215.4222784,7.962,,,,,False,1468858.63,1516569.8383333331,-0.03999199461196312
1,,1352219.79,False,86.83,3.682,215.4834482,7.962,,,,,False,1434779.0550000002,1493472.2141666666,-0.032003845412603704
1,2011-05-08,1624383.75,False,91.65,3.684,215.544618,7.962,2011.0,5.0,2.0,6.0,True,1457162.5825,1495106.2283333333,0.2012719840463213
1,2011-12-08,1525147.09,False,90.76,3.638,215.6057878,7.962,2011.0,12.0,4.0,3.0,False,1474669.3625,1503183.63,-0.06109188176747027
1,,1530761.43,False,89.94,3.554,215.6693107,7.962,,,,,False,1508128.0150000001,1508576.5266666666,0.0036811793674274007
1,,1464693.46,False,87.96,3.523,215.7332258,7.962,,,,,False,1536246.4324999999,1494377.7808333335,-0.04316020034552348
1,2011-02-09,1550229.22,False,87.83,3.533,215.7971409,7.962,2011.0,2.0,1.0,2.0,False,1517707.8,1491151.1891666667,0.05839840371786731
1,2011-09-09,1540471.24,True,76.0,3.546,215.861056,7.962,2011.0,9.0,3.0,4.0,False,1521538.8375,1491847.5541666665,-0.006294540106784985
1,,1514259.78,False,79.94,3.526,216.0410526,7.962,,,,,False,1517413.425,1498133.3566666667,-0.017015221913523004
1,,1380020.27,False,75.8,3.467,216.3758246,7.962,,,,,False,1496245.1275,1489090.205,-0.08865025127986959
1,,1394561.83,False,79.69,3.355,216.7105965,7.962,,,,,False,1457328.28,1477399.5541666665,0.010537207544060179
1,2011-07-10,1630989.95,False,69.31,3.285,217.0453684,7.866,2011.0,7.0,3.0,6.0,True,1479957.9575,1492055.3858333335,0.16953577454504098
1,,1493525.93,False,71.74,3.274,217.3552733,7.866,,,,,False,1474774.4949999999,1500105.3116666668,-0.08428256716112814
1,,1502562.78,False,63.71,3.353,217.5159762,7.866,,,,,False,1505410.1225,1512633.8941666668,0.006050681691211146
1,,1445249.09,False,66.57,3.372,217.6766791,7.866,,,,,False,1518081.9375,1497706.0058333334,-0.038143956953332725
1,2011-04-11,1697229.58,False,54.98,3.332,217.837382,7.866,2011.0,4.0,2.0,0.0,False,1534641.845,1512046.2133333331,0.17435090721973734
1,2011-11-11,1594938.89,False,59.11,3.297,217.9980849,7.866,2011.0,11.0,4.0,4.0,False,1559995.085,1517394.335,-0.06026921237137539
1,,1539483.7,False,62.25,3.308,218.2205088,7.866,,,,,False,1569225.315,1523626.8549999997,-0.03476947634025018
1,,2033320.66,True,60.14,3.236,218.4676211,7.866,,,,,False,1716243.2075,1563884.4749999999,0.3207808955690794
1,2011-02-12,1584083.95,False,48.91,3.172,218.7147333,7.866,2011.0,2.0,1.0,5.0,True,1687956.8,1567518.8675,-0.2209374639413736
1,2011-09-12,1799682.38,False,43.93,3.158,218.9618456,7.866,2011.0,9.0,3.0,0.0,False,1739142.6725,1591304.0841666667,0.13610290666728875
1,,1881176.67,False,51.63,3.159,219.1794533,7.866,,,,,False,1824565.915,1633067.1175,0.04528259592117578
1,,2270188.99,False,47.96,3.112,219.3577216,7.866,,,,,False,1883782.9975,1706036.0475,0.20679201810428594
1,,1497462.72,True,44.55,3.129,219.5359898,7.866,,,,,False,1862127.69,1694908.7783333333,-0.34037970997295697
1,2012-06-01,1550369.92,False,49.01,3.157,219.7142581,7.348,2012.0,6.0,2.0,4.0,False,1799799.575,1699645.7775,0.035331230149088455
1,,1459601.17,False,48.53,3.261,219.8925263,7.348,,,,,False,1694405.7,1696065.6433333333,-0.05854651127390298
1,,1394393.84,False,54.11,3.268,219.9856893,7.348,,,,,False,1475456.9125,1691827.7058333333,-0.0446747586534203
1,,1319325.59,False,54.26,3.29,220.0788523,7.348,,,,,False,1430922.6300000001,1660335.7066666668,-0.05383575848269673
1,2012-03-02,1636339.65,False,56.55,3.36,220.1720153,7.348,2012.0,3.0,1.0,4.0,False,1452415.0625,1663785.7700000003,0.2402849322432985
1,2012-10-02,1802477.43,True,48.02,3.409,220.2651783,7.348,2012.0,10.0,4.0,1.0,False,1538134.1275,1685701.9141666668,0.10153013159584567
1,,1819870.0,False,45.32,3.51,220.4257586,7.348,,,,,False,1644503.1675,1667914.3591666669,0.009649258132458316
1,,1539387.83,False,57.25,3.555,220.636902,7.348,,,,,False,1699518.7275,1664189.6825,-0.15412209113837794
1,2012-02-03,1688420.76,False,60.96,3.63,220.8480454,7.348,2012.0,2.0,1.0,4.0,False,1712539.0050000001,1654917.8808333334,0.09681311434039341
1,2012-09-03,1675431.16,False,58.76,3.669,221.0591887,7.348,2012.0,9.0,3.0,0.0,False,1680777.4375,1637772.4216666669,-0.007693342979270268
1,,1677472.78,False,64.74,3.734,221.2118132,7.348,,,,,False,1645178.1324999998,1588379.4041666666,0.0012185639426689487
1,,1511068.07,False,65.93,3.787,221.2864126,7.348,,,,,False,1638098.1925,1589513.1833333333,-0.09919964841396711
1,,1649604.63,False,67.61,3.845,221.3610119,7.348,,,,,False,1628394.16,1597782.7424999997,0.09168121724655309
1,2012-06-04,1899676.88,False,70.43,3.891,221.4356112,7.143,2012.0,6.0,2.0,0.0,False,1684455.59,1634455.7183333335,0.15159526437556137
1,,1621031.7,False,69.07,3.891,221.5102105,7.143,,,,,False,1670345.32,1653342.2066666668,-0.1466803028102337
1,,1521577.87,False,66.76,3.877,221.5640737,7.143,,,,,False,1672972.77,1670196.5633333335,-0.061352180836438786
1,,1468928.37,False,67.23,3.814,221.6179368,7.143,,,,,False,1627803.705,1656245.623333333,-0.0346019096610547
1,2012-04-05,1684519.99,False,75.55,3.749,221.6718,7.143,2012.0,4.0,2.0,3.0,False,1574014.4825,1646415.8366666667,0.14676795982910984
1,2012-11-05,1611096.05,False,73.77,3.688,221.7256632,7.143,2012.0,11.0,4.0,0.0,False,1571530.57,1629018.0075,-0.043587455438863554
1,,1595901.87,False,70.33,3.63,221.742674,7.143,,,,,False,1590111.57,1633727.5108333332,-0.00943095850802933
1,,1555444.55,False,77.22,3.561,221.744944,7.143,,,,,False,1611740.615,1622646.16,-0.025350756685309284
1,2012-01-06,1624477.58,False,77.95,3.501,221.7472139,7.143,2012.0,1.0,1.0,4.0,False,1596730.0125000002,1618400.0283333333,0.04438154352721857
1,2012-08-06,1697230.96,False,78.3,3.452,221.7494839,7.143,2012.0,8.0,3.0,0.0,False,1618263.74,1620046.5433333337,0.04478570889233202
1,,1630607.0,False,79.35,3.393,221.7626421,7.143,,,,,False,1626940.0225,1630008.1208333336,-0.0392545042897402
1,,1527845.81,False,78.39,3.346,221.8030211,7.143,,,,,False,1620040.3375,1619861.5525,-0.06302020658564567
1,,1540421.49,False,84.88,3.286,221.8434,7.143,,,,,False,1599026.315,1589923.6033333333,0.008230987654441302
1,2012-06-07,1769854.16,False,81.57,3.227,221.8837789,6.908,2012.0,6.0,2.0,3.0,False,1617182.115,1602325.4749999999,0.14894148873500845
1,,1527014.04,False,77.12,3.256,221.9241579,6.908,,,,,False,1591283.875,1602778.4891666665,-0.13720911332038788
1,,1497954.76,False,80.42,3.311,221.9327267,6.908,,,,,False,1583811.1124999998,1605197.3550000002,-0.019030132820520795
1,,1439123.71,False,82.66,3.407,221.9412954,6.908,,,,,False,1558486.6675,1584747.665,-0.03927425017828978
1,2012-03-08,1631135.79,False,86.11,3.417,221.9498642,6.908,2012.0,3.0,1.0,3.0,False,1523807.075,1586417.6433333333,0.13342291469855638
1,2012-10-08,1592409.97,False,85.05,3.494,221.9584329,6.908,2012.0,10.0,4.0,0.0,False,1540156.0575,1586126.6516666666,-0.023741628524992398
1,,1597868.05,False,84.85,3.571,222.0384109,6.908,,,,,False,1565134.3800000001,1589661.9433333334,0.003427559549881609
1,,1494122.38,False,77.66,3.62,222.1719457,6.908,,,,,False,1578884.0475,1578799.0099999998,-0.06492755769163805
1,,1582083.4,False,80.49,3.638,222.3054805,6.908,,,,,False,1566620.95,1569203.38,0.05887136233110968
1,2012-07-09,1661767.33,True,83.96,3.73,222.4390153,6.908,2012.0,7.0,3.0,0.0,False,1583960.29,1571800.0741666667,0.05036645350049196
1,,1517428.87,False,74.97,3.717,222.5820193,6.908,,,,,False,1563850.4949999999,1570931.9958333333,-0.0868584051414707
1,,1506126.06,False,69.87,3.721,222.7818386,6.908,,,,,False,1566851.415,1568074.0433333332,-0.007448658862013069
1,,1437059.26,False,76.08,3.666,222.9816579,6.908,,,,,False,1530595.3800000001,1540341.135,-0.045857250488050116
1,2012-05-10,1670785.97,False,68.55,3.617,223.1814772,6.573,2012.0,5.0,2.0,3.0,False,1532850.04,1552322.1291666664,0.16264236034358115
1,2012-12-10,1573072.81,False,62.99,3.601,223.3812965,6.573,2012.0,12.0,4.0,0.0,False,1546761.0250000001,1558581.9666666668,-0.05848334960581447
1,,1508068.77,False,67.97,3.594,223.4257233,6.573,,,,,False,1547246.7025,1564327.3883333334,-0.041322969659618014
1,,1493659.74,False,69.16,3.506,223.4442513,6.573,,,,,False,1561396.8225,1552871.0508333333,-0.00955462395789819
2,2010-05-02,2136989.46,False,40.19,2.572,210.7526053,8.324,2010.0,5.0,2.0,6.0,True,1677947.695,1598252.675,0.4307070096165275
2,2010-12-02,2137809.5,True,38.49,2.548,210.8979935,8.324,2010.0,12.0,4.0,3.0,False,1819131.8675,1643247.7958333334,0.00038373609947517373
2,,2124451.54,False,39.69,2.514,210.9451605,8.324,,,,,False,1973227.56,1695775.2258333333,-0.00624843326779112
2,,1865097.27,False,46.1,2.561,210.9759573,8.324,,,,,False,2066086.9425,1719359.7149999999,-0.12208057708861653
2,2010-05-03,1991013.13,False,47.17,2.625,211.0067542,8.324,2010.0,5.0,2.0,0.0,False,2029592.8599999999,1746796.8650000002,0.06751168532888352
2,2010-12-03,1990483.78,False,57.56,2.667,211.037551,8.324,2010.0,12.0,4.0,4.0,False,1992761.43,1786218.1075,-0.00026586966807184975
2,,1946070.88,False,54.52,2.72,210.8733316,8.324,,,,,False,1948166.265,1822880.1758333335,-0.0223126158807484
2,,1750197.81,False,51.26,2.732,210.6766095,8.324,,,,,False,1919441.4,1848975.055,-0.10065053231771282
2,2010-02-04,2066187.72,False,63.27,2.719,210.4798874,8.2,2010.0,2.0,1.0,3.0,False,1938235.0475,1881925.2008333334,0.18054525505319874
2,2010-09-04,1954689.21,False,65.41,2.77,210.2831653,8.2,2010.0,9.0,3.0,5.0,True,1929286.405,1913726.5675,-0.05396339786590154
2,,1874957.94,False,68.07,2.808,210.1495463,8.2,,,,,False,1911508.17,1944300.665,-0.040789742733577605
2,,1821990.93,False,65.11,2.795,210.1000648,8.2,,,,,False,1929456.45,1971661.5975000001,-0.028249705697398264
2,,1802450.29,False,66.98,2.78,210.0505833,8.2,,,,,False,1863522.0925,1943783.3333333333,-0.010724883246262862
2,2010-07-05,2042581.71,False,71.28,2.835,210.0011018,8.2,2010.0,7.0,3.0,0.0,False,1885495.2175,1935847.6841666668,0.1332249889676569
2,,1880752.36,False,73.31,2.854,209.9984585,8.2,,,,,False,1886943.8224999998,1915539.4191666667,-0.07922784641011982
2,,1896937.1,False,74.83,2.826,210.2768443,8.2,,,,,False,1905680.365,1918192.7383333333,0.008605460423295686
2,,1957113.89,False,81.13,2.759,210.5552301,8.2,,,,,False,1944346.265,1915367.8016666665,0.03172313409864769
2,2010-04-06,2102539.93,False,81.81,2.705,210.833616,8.2,2010.0,4.0,2.0,1.0,False,1959335.82,1924705.814166667,0.0743063757010074
2,2010-11-06,2025538.76,False,83.4,2.668,211.1120018,8.2,2010.0,11.0,4.0,5.0,True,1995532.42,1931328.1375,-0.03662292872601958
2,,2001636.96,False,85.81,2.637,211.1096543,8.2,,,,,False,2021707.385,1952281.4000000001,-0.01180021852556401
2,,1939927.09,False,86.26,2.653,210.9950134,8.2,,,,,False,2017410.685,1941759.6808333334,-0.030829701505911355
2,2010-02-07,2003940.64,False,82.74,2.669,210.8803726,8.099,2010.0,2.0,1.0,6.0,True,1992760.8625,1945863.9666666668,0.032997915401036915
2,2010-09-07,1880902.62,False,82.59,2.642,210.7657317,8.099,2010.0,9.0,3.0,1.0,False,1956601.8275000001,1946359.3566666665,-0.06139803622127238
2,,1845879.79,False,85.32,2.623,210.7577954,8.099,,,,,False,1917662.5350000001,1948350.095,-0.018620225006651392
2,,1781717.71,False,87.66,2.608,210.8921319,8.099,,,,,False,1878110.1900000002,1946622.38,-0.034759619964201516
2,,1804246.16,False,83.49,2.64,211.0264684,8.099,,,,,False,1828186.5699999998,1926761.0841666665,0.012644230830483272
2,2010-06-08,1991909.98,False,89.53,2.627,211.1608049,8.099,2010.0,6.0,2.0,1.0,False,1855938.41,1936024.2191666665,0.10401231503798791
2,,1895601.05,False,89.05,2.692,211.2951413,8.099,,,,,False,1868368.7249999999,1935912.8816666668,-0.048350041400967325
2,,1964335.23,False,88.7,2.664,211.2596586,8.099,,,,,False,1914023.105,1936514.6600000001,0.036259834314820605
2,,1863840.49,False,87.12,2.619,211.2241759,8.099,,,,,False,1928921.6875,1916623.04,-0.05115966891252055
2,2010-03-09,1904608.09,False,81.83,2.577,211.1886931,8.099,2010.0,3.0,1.0,1.0,False,1907096.215,1906545.4841666666,0.021872901795367827
2,2010-10-09,1839128.83,True,79.09,2.565,211.1532104,8.099,2010.0,10.0,4.0,5.0,True,1892978.1600000001,1893003.14,-0.03437938773010252
2,,1793903.6,False,82.05,2.582,211.1806415,8.099,,,,,False,1850370.2525,1880834.5158333334,-0.02459057204818005
2,,1724557.22,False,81.79,2.624,211.2552578,8.099,,,,,False,1815549.435,1857552.5641666667,-0.03865669258927851
2,2010-01-10,1827440.43,False,69.24,2.603,211.3298742,8.163,2010.0,1.0,1.0,6.0,True,1796257.52,1853097.3816666668,0.05965775377403837
2,2010-08-10,1849921.44,False,63.19,2.633,211.4044906,8.163,2010.0,8.0,3.0,1.0,False,1798955.6724999999,1853434.1858333333,0.01230191125846991
2,,1794355.49,False,65.8,2.72,211.4713286,8.163,,,,,False,1799068.645,1854487.3341666667,-0.030036924162574197
2,,1737947.64,False,68.5,2.725,211.5187208,8.163,,,,,False,1802416.2499999998,1848962.4575000003,-0.03143627353351264
2,,1802755.11,False,66.24,2.716,211.5661131,8.163,,,,,False,1796244.92,1833199.5516666668,0.037289656206213495
2,2010-05-11,1939061.41,False,57.85,2.689,211.6135053,8.163,2010.0,5.0,2.0,1.0,False,1818529.9125,1836821.2483333333,0.07560999230782928
2,2010-12-11,1916812.74,False,59.69,2.728,211.6608975,8.163,2010.0,12.0,4.0,5.0,True,1849144.225,1832861.0408333333,-0.011473937795502764
2,,1956739.17,False,50.81,2.771,211.5470304,8.163,,,,,False,1903842.1075,1840602.5975000001,0.020829593400970348
2,,2658725.29,True,62.98,2.735,211.4062867,8.163,,,,,False,2117834.6525,1903445.6975,0.3587530370744303
2,2010-03-12,2015781.27,False,49.33,2.708,211.265543,8.163,2010.0,3.0,1.0,4.0,False,2137014.6174999997,1918166.7341666666,-0.24182416378940752
2,2010-10-12,2378726.55,False,45.5,2.843,211.1247993,8.163,2010.0,10.0,4.0,1.0,False,2252493.07,1966901.9799999997,0.1800519160494034
2,,2609166.75,False,47.55,2.869,211.0645458,8.163,,,,,False,2415599.965,2040619.4408333332,0.09687544791560865
2,,3436007.68,False,49.97,2.886,211.0646599,8.163,,,,,False,2609920.5625,2174666.7116666664,0.31689846193233917
2,,1750434.55,True,47.3,2.943,211.064774,8.163,,,,,False,2543583.8825000003,2166376.1374999997,-0.4905615141116332
2,2011-07-01,1758050.79,False,44.69,2.976,211.0648881,8.028,2011.0,7.0,3.0,4.0,False,2388414.9425,2163350.745833333,0.004351056713317369
2,,1744193.58,False,33.02,2.983,211.1176713,8.028,,,,,False,2172171.65,2163871.240833333,-0.007882144292315929
2,,1751384.9,False,41.4,3.016,211.4864691,8.028,,,,,False,1751015.955,2159590.39,0.004123005658580592
2,,1695371.68,False,42.83,3.01,211.8552668,8.028,,,,,False,1737250.2374999998,2139282.9125,-0.03198224445123399
2,2011-04-02,1929346.23,False,38.25,2.989,212.2240646,8.028,2011.0,4.0,2.0,5.0,True,1780074.0975,2140327.37,0.13800782020848668
2,2011-11-02,2168041.61,True,33.19,3.022,212.5928624,8.028,2011.0,11.0,4.0,2.0,False,1886036.105,2157935.9066666667,0.1237182711368503
2,,2080884.82,False,57.83,3.045,212.9033115,8.028,,,,,False,1968411.085,2109782.5341666667,-0.040200699838044085
2,,1833511.08,False,60.8,3.065,213.190421,8.028,,,,,False,2002945.935,2094593.3516666668,-0.1188791122038172
2,2011-04-03,1981607.78,False,57.77,3.288,213.4775305,8.028,2011.0,4.0,2.0,6.0,True,2016011.3225,2061500.1208333333,0.08077218709799117
2,2011-11-03,1879107.31,False,52.7,3.459,213.7646401,8.028,2011.0,11.0,4.0,3.0,False,1943777.7475,2000661.8341666667,-0.05172591217824141
2,,1902557.66,False,62.32,3.488,214.0156238,8.028,,,,,False,1899195.9575,1872874.3325000003,0.012479516137904767
2,,1766162.05,False,69.42,3.473,214.2521573,8.028,,,,,False,1882358.7000000002,1874184.9574999998,-0.07169065772229988
2,2011-01-04,1800171.36,False,55.43,3.524,214.4886908,7.931,2011.0,1.0,1.0,1.0,False,1836999.595,1877695.0050000001,0.01925605297656574
